"6/11/2025","$17,562,000","-0.35%","601.36","532.41","26.54%","2.61%","4.14%","","-2.52%","-0.35%","","","","","","","","","","","","","$17,562,000","$18,301,000","-4.21%","","0.40%","17.26","","","","","","","","","-0.74%","","17.92%","",""
"6/12/2025","$17,647,000","0.48%","603.75","533.66","27.15%","3.01%","4.39%","","-2.05%","","","","","","","","","","","","","","$17,647,000","$18,301,000","-3.71%","","-1.12%","18.02","","","","","","","","","1.60%","","18.08%","",""
"6/13/2025","$17,403,000","-1.38%","597","526.96","25.39%","1.86%","3.08%","","-3.40%","-1.38%","-2.76%","","","","","","","","","","","","$17,403,000","$18,301,000","-5.16%","","0.95%","20.82","","","","","","","","","-2.33%","","18.24%","",""
"6/16/2025","$17,534,000","0.75%","602.68","534.29","26.33%","2.83%","4.51%","","-2.67%","","","","","","","","","","","","","","$17,534,000","$18,301,000","-4.37%","","-0.85%","19.11","","","","","","","","","1.61%","","18.40%","",""
"6/17/2025","$17,607,000","0.42%","597.53","529.08","26.86%","1.95%","3.49%","","-2.27%","","","","","","","","","","","","","","$17,607,000","$18,301,000","-3.94%","","-0.02%","21.6","","","","","","","","","0.43%","","18.56%","",""
"6/18/2025","$17,622,000","0.09%","597.44","528.99","26.97%","1.94%","3.47%","","-2.18%","","","","","","","","","","","","","","$17,622,000","$18,301,000","-3.85%","","-0.53%","20.14","","","","","","","","","0.61%","","18.72%","",""
"6/19/2025","$17,622,000","0.00%","594.28","526.83","26.97%","1.40%","3.05%","","-2.18%","","","","","","","","","","","","","","$17,622,000","$18,301,000","-3.85%","","0.00%","20.62","","","","","","","","","0.00%","","18.88%","",""
"6/20/2025","$17,600,000","-0.12%","594.28","526.83","26.81%","1.40%","3.05%","","-2.31%","-0.12%","1.13%","","","","","","","","","","","","$17,600,000","$18,301,000","-3.98%","","0.99%","20.62","","","","","","","","","-1.11%","","19.04%","",""
"6/23/2025","$17,310,000","-1.65%","600.15","531.65","24.72%","2.40%","3.99%","","-3.92%","-1.65%","","","","","","","","","","","","","$17,310,000","$18,301,000","-5.73%","","1.10%","19.83","","","","","","","","","-2.75%","","19.20%","",""
"6/24/2025","$17,673,000","2.10%","606.78","539.78","27.33%","3.53%","5.58%","","-1.90%","","","","","","","","","","","","","","$17,673,000","$18,301,000","-3.55%","","0.06%","17.48","","","","","","","","","2.04%","","19.36%","",""
"6/25/2025","$17,706,000","0.19%","607.12","541.16","27.57%","3.59%","5.85%","","-1.72%","","","","","","","","","","","","","","$17,706,000","$18,301,000","-3.36%","","0.78%","16.76","","","","","","","","","-0.60%","","19.52%","",""
"6/26/2025","$17,935,000","1.29%","611.87","546.22","29.22%","4.40%","6.84%","","-0.45%","","","","","","","","","","","","","","$17,935,000","$18,301,000","-2.04%","","0.50%","16.59","","","","","","","","","0.80%","","19.68%","",""
"6/27/2025","$17,721,000","-1.19%","614.91","548.09","27.68%","4.92%","7.21%","","-1.64%","-1.19%","0.74%","","","","","","","","","","","","$17,721,000","$18,301,000","-3.27%","","0.48%","16.32","","","","","","","","","-1.67%","","19.84%","",""
"6/30/2025","$17,664,000","-0.32%","617.85","551.64","27.27%","5.42%","7.90%","June","-1.95%","-0.32%","","-1.95%","4.83%","6.27%","Q2","12.76%","10.45%","17.64%","","-$381,000","","","$17,664,000","$18,301,000","-3.61%","","-0.03%","16.73","","","","","","","","","-0.29%","","20.00%","",""
"7/1/2025","$19,890,000","-1.55%","617.65","546.99","25.30%","5.39%","6.99%","","-3.47%","-1.55%","","","","","","","","","$2,500,000","","","","$19,890,000","$20,801,000","-4.58%","","0.45%","16.83","","","","","","","","","-2.00%","","20.16%","",""
"7/2/2025","$20,137,000","1.24%","620.45","550.8","26.85%","5.86%","7.74%","","-0.31%","","","","","","","","","","","","","","$20,137,000","$20,801,000","-3.30%","","0.79%","16.64","","","","","","","","","0.45%","","20.32%","",""
"7/3/2025","$20,418,000","1.40%","625.34","556.22","28.62%","6.70%","8.80%","","1.08%","","0.76%","","","","","","","","","","","","$20,418,000","$20,801,000","-1.88%","","-0.75%","16.38","","","","","","","","","2.14%","","20.48%","",""
"7/7/2025","$20,404,000","-0.07%","620.68","552.03","28.53%","5.90%","7.98%","","1.01%","-0.07%","","","","","","","","","","","","","$20,404,000","$20,801,000","-1.95%","","-0.05%","17.79","","","","","","","","","-0.01%","","20.64%","",""
"7/8/2025","$20,394,000","-0.05%","620.34","552.34","28.47%","5.85%","8.04%","","0.96%","-0.05%","","","","","","","","","","","","","$20,394,000","$20,801,000","-2.00%","","0.60%","16.81","","","","","","","","","-0.65%","","20.80%","",""
"7/9/2025","$20,548,000","0.76%","624.06","556.25","29.44%","6.48%","8.81%","","1.73%","","","","","","","","","","","","","","$20,548,000","$20,801,000","-1.23%","","0.28%","15.94","","","","","","","","","0.47%","","20.96%","",""
"7/10/2025","$20,621,000","0.36%","625.82","555.45","29.90%","6.78%","8.65%","","2.09%","","","","","","","","","","","","","","$20,621,000","$20,801,000","-0.87%","","-0.35%","15.78","","","","","","","","","0.71%","","21.12%","",""
"7/11/2025","$20,628,000","0.03%","623.62","554.2","29.94%","6.41%","8.41%","","2.12%","","1.03%","","","","","","","","","","","","$20,628,000","$20,801,000","-0.84%","32","0.19%","16.4","","","","","","","","","-0.16%","","21.28%","",""
"7/14/2025","$20,717,000","1.40%","624.81","556.21","31.77%","6.61%","8.80%","","3.55%","","","","","","","","","","-$200,000","","","","$20,717,000","$20,717,000","0.00%","","-0.43%","17.2","","","","","","","","","1.83%","","21.44%","",""
"7/15/2025","$20,544,000","-0.84%","622.14","556.72","30.66%","6.15%","8.90%","","2.69%","-0.84%","","","","","","","","","","","","","$20,544,000","$20,717,000","-0.84%","","0.33%","17.38","","","","","","","","","-1.17%","","21.60%","",""
"7/16/2025","$20,489,000","-0.27%","624.22","557.29","30.32%","6.51%","9.01%","","2.41%","-0.27%","","","","","","","","","","","","","$20,489,000","$20,717,000","-1.11%","","0.61%","17.16","","","","","","","","","-0.88%","","21.76%","",""
"7/17/2025","$20,658,000","0.82%","628.04","561.8","31.39%","7.16%","9.89%","","3.26%","","","","","","","","","","","","","","$20,658,000","$20,717,000","-0.29%","3","-0.07%","16.52","","","","","","","","","0.90%","","21.92%","",""
"7/18/2025","$20,875,000","1.05%","627.58","561.26","32.77%","7.08%","9.79%","","4.34%","","2.17%","","","","","","","","","","","","$20,875,000","$20,875,000","0.00%","","0.19%","16.41","","","","","","","","","0.86%","","22.08%","",""
"7/21/2025","$20,695,000","-0.86%","628.77","564.17","31.63%","7.28%","10.36%","","3.44%","-0.86%","","","","","","","","","","","","","$20,695,000","$20,875,000","-0.87%","","0.01%","16.65","","","","","","","","","-0.88%","","22.24%","",""
"7/22/2025","$20,614,000","-0.39%","628.86","561.25","31.11%","7.30%","9.78%","","3.04%","-0.39%","","","","","","","","","","","","","$20,614,000","$20,875,000","-1.27%","","0.85%","16.5","","","","","","","","","-1.24%","","22.40%","",""
"7/23/2025","$20,706,000","0.45%","634.21","563.81","31.70%","8.21%","10.28%","","3.50%","","","","","","","","","","","","","","$20,706,000","$20,875,000","-0.82%","","0.03%","15.37","","","","","","","","","0.41%","","22.56%","",""
"7/24/2025","$20,370,000","-1.62%","634.42","565.01","29.56%","8.25%","10.52%","","1.82%","-1.62%","","","","","","","","","","","","","$20,370,000","$20,875,000","-2.48%","","0.42%","15.39","","","","","","","","","-2.05%","","22.72%","",""
"7/25/2025","$20,600,000","1.13%","637.1","566.37","31.02%","8.71%","10.79%","","2.97%","","-1.30%","","","","","","","","","","","","$20,600,000","$20,875,000","-1.33%","","-0.03%","14.93","","","","","","","","","1.15%","","22.88%","",""
"7/28/2025","$20,622,000","0.11%","636.94","568.14","31.16%","8.68%","11.13%","","3.08%","","","","","","","","","","","","","","$20,622,000","$20,875,000","-1.23%","","-0.26%","15.03","","","","","","","","","0.37%","","23.04%","",""
"7/29/2025","$20,670,000","0.23%","635.26","567.26","31.47%","8.39%","10.96%","","3.32%","","","","","","","","","","","","","","$20,670,000","$20,875,000","-0.99%","","-0.13%","15.98","","","","","","","","","0.36%","","23.20%","",""
"7/30/2025","$20,662,000","-0.04%","634.46","568.02","31.42%","8.25%","11.11%","","3.28%","-0.04%","","","","","","","","","","","","","$20,662,000","$20,875,000","-1.03%","","-0.38%","15.48","","","","","","","","","0.34%","","23.36%","",""
"7/31/2025","$20,561,000","-0.49%","632.08","565.01","30.77%","7.85%","10.52%","July","2.77%","-0.49%","","2.77%","2.30%","2.42%","","","","","","$597,000","","","$20,561,000","$20,875,000","-1.53%","","-1.64%","16.72","","","","","","","","","1.15%","","23.52%","",""
"8/1/2025","$20,584,000","0.11%","621.72","553.88","30.92%","6.08%","8.34%","","0.11%","","-0.08%","","","","","","","","","","","","$20,584,000","$20,875,000","-1.41%","10","1.52%","20.38","","","","","","","","","-1.41%","","23.68%","",""
"8/4/2025","$20,875,000","1.41%","631.17","564.1","32.77%","7.69%","10.34%","","1.53%","","","","","","","","","","","","","","$20,875,000","$20,875,000","0.00%","","-0.51%","17.52","","","","","","","","","1.92%","","23.84%","",""
"8/5/2025","$20,677,000","-0.95%","627.97","560.27","31.51%","7.15%","9.59%","","0.56%","-0.95%","","","","","","","","","","","","","$20,677,000","$20,875,000","-0.96%","","0.77%","17.85","","","","","","","","","-1.71%","","24.00%","",""
"8/6/2025","$20,853,000","0.85%","632.78","567.32","32.63%","7.97%","10.97%","","1.42%","","","","","","","","","","","","","","$20,853,000","$20,875,000","-0.11%","2","-0.08%","16.77","","","","","","","","","0.93%","","24.16%","",""
"8/7/2025","$20,980,000","0.61%","632.25","569.24","33.44%","7.88%","11.35%","","2.04%","","","","","","","","","","","","","","$20,980,000","$20,980,000","0.00%","","0.78%","16.57","","","","","","","","","-0.17%","","24.32%","",""
"8/8/2025","$20,945,000","-0.17%","637.18","574.55","33.22%","8.72%","12.39%","","1.87%","-0.17%","1.76%","","","","","","","","","","","","$20,945,000","$20,980,000","-0.17%","","-0.20%","15.15","","","","","","","","","0.03%","","24.48%","",""
"8/11/2025","$20,647,000","-1.42%","635.92","572.85","31.32%","8.50%","12.05%","","0.42%","-1.42%","","","","","","","","","","","","","$20,647,000","$20,980,000","-1.61%","2","1.06%","16.25","","","","","","","","","-2.49%","","24.64%","",""
"8/12/2025","$21,013,000","1.77%","642.69","580.05","33.65%","9.66%","13.46%","","2.20%","","","","","","","","","","","","","","$21,013,000","$21,013,000","0.00%","","0.34%","14.73","","","","","","","","","1.43%","","24.80%","",""
"8/13/2025","$21,006,000","-0.03%","644.89","580.34","33.60%","10.03%","13.52%","","2.16%","-0.03%","","","","","","","","","","","","","$21,006,000","$21,013,000","-0.03%","","0.01%","14.49","","","","","","","","","-0.04%","","24.96%","",""
"8/14/2025","$20,944,000","-0.30%","644.95","579.89","33.21%","10.04%","13.43%","","1.86%","-0.30%","","","","","","","","","","","","","$20,944,000","$21,013,000","-0.33%","","-0.23%","14.83","","","","","","","","","-0.06%","","25.12%","",""
"8/15/2025","$20,979,000","0.17%","643.44","577.34","33.43%","9.79%","12.93%","","2.03%","","0.19%","","","","","","","","","","","","$20,979,000","$21,013,000","-0.16%","3","-0.02%","15.09","","","","","","","","","0.19%","","25.28%","",""
"8/18/2025","$21,168,000","0.90%","643.3","577.11","34.63%","9.76%","12.89%","","2.95%","","","","","","","","","","","","","","$21,168,000","$21,168,000","0.00%","","-0.54%","14.99","","","","","","","","","1.44%","","25.44%","",""
"8/19/2025","$21,258,000","0.43%","639.81","569.28","35.21%","9.17%","11.35%","","3.39%","","","","","","","","","","","","","","$21,258,000","$21,258,000","0.00%","","-0.27%","15.57","","","","","","","","","0.69%","","25.60%","",""
"8/20/2025","$21,069,000","-0.89%","638.11","565.9","34.00%","8.88%","10.69%","","2.47%","-0.89%","","","","","","","","","","","","","$21,069,000","$21,258,000","-0.90%","","-0.40%","15.69","","","","","","","","","-0.49%","","25.76%","",""
"8/21/2025","$21,152,000","0.39%","635.55","563.28","34.53%","8.44%","10.18%","","2.87%","","","","","","","","","","","","","","$21,152,000","$21,258,000","-0.50%","","1.54%","16.6","","","","","","","","","-1.14%","","25.92%","",""
"8/22/2025","$21,243,000","0.43%","645.31","571.97","35.11%","10.11%","11.88%","","3.32%","","1.26%","","","","","","","","","","","","$21,243,000","$21,258,000","-0.07%","","-0.44%","14.22","","","","","","","","","0.87%","","26.08%","",""
"8/25/2025","$21,130,000","-0.53%","642.47","570.32","34.39%","9.62%","11.56%","","2.77%","-0.53%","","","","","","","","","","","","","$21,130,000","$21,258,000","-0.61%","","0.42%","14.79","","","","","","","","","-0.95%","","26.24%","",""
"8/26/2025","$21,068,000","-0.29%","645.16","572.61","34.00%","10.08%","12.01%","","2.46%","-0.29%","","","","","","","","","","","","","$21,068,000","$21,258,000","-0.90%","","0.23%","14.62","","","","","","","","","-0.52%","","26.40%","",""
"8/27/2025","$20,835,000","-1.11%","646.63","573.49","32.52%","10.33%","12.18%","","1.33%","-1.11%","","","","","","","","","","","","","$20,835,000","$21,258,000","-2.03%","","0.35%","14.85","","","","","","","","","-1.46%","","26.56%","",""
"8/28/2025","$20,912,000","0.37%","648.92","577.08","33.01%","10.72%","12.88%","","1.71%","","","","","","","","","","","","","","$20,912,000","$21,258,000","-1.65%","","-0.60%","14.43","","","","","","","","","0.97%","","26.72%","",""
"8/29/2025","$20,985,000","0.35%","645.05","570.4","33.47%","10.06%","11.57%","August","2.06%","","-1.21%","2.06%","2.05%","0.95%","","","","","","$424,000","","","$20,985,000","$21,258,000","-1.30%","","-0.74%","15.36","","","","","","","","","1.09%","","26.88%","",""
"9/2/2025","$22,093,000","0.04%","640.27","565.62","33.52%","9.25%","10.64%","","0.04%","","","","","","","","","","$1,100,000","","","","$22,093,000","$22,358,000","-1.20%","","0.54%","17.17","","","","","","","","","-0.50%","","27.04%","",""
"9/3/2025","$21,838,000","-1.15%","643.74","570.07","31.98%","9.84%","11.51%","","-1.12%","-1.15%","","","","","","","","","","","","","$21,838,000","$22,358,000","-2.38%","","0.84%","16.35","","","","","","","","","-1.99%","","27.20%","",""
"9/4/2025","$22,058,000","1.01%","649.12","575.23","33.31%","10.76%","12.52%","","-0.12%","","","","","","","","","","","","","","$22,058,000","$22,358,000","-1.36%","","-0.29%","15.3","","","","","","","","","1.30%","","27.36%","",""
"9/5/2025","$22,172,000","0.52%","647.24","576.06","34.00%","10.44%","12.68%","","0.40%","","0.41%","","","","","","","","","","","","$22,172,000","$22,358,000","-0.84%","","0.25%","15.18","9/5/2025","","","","","","","","0.27%","","27.52%","",""
"9/8/2025","$22,157,000","-0.07%","648.83","578.87","33.91%","10.71%","13.23%","","0.33%","-0.07%","","","","","","","","","","","","","$22,157,000","$22,358,000","-0.91%","","0.23%","15.11","9/8/2025","","","","","","","","-0.30%","","27.68%","",""
"9/9/2025","$22,182,000","0.11%","650.33","580.51","34.06%","10.96%","13.55%","","0.44%","","","","","","","","","","","","","","$22,182,000","$22,358,000","-0.79%","","0.29%","15.04","9/9/2025","","","","","","","","-0.18%","","27.84%","",""
"9/10/2025","$22,254,000","0.32%","652.21","580.7","34.49%","11.28%","13.59%","","0.77%","","","","","","","","","","","","","","$22,254,000","$22,358,000","-0.47%","15","0.83%","15.35","9/10/2025","","","","","","","","-0.51%","","28.00%","",""
"9/11/2025","$22,465,000","0.95%","657.63","584.08","35.77%","12.21%","14.25%","","1.72%","","","","","","","","","","","","","","$22,465,000","$22,465,000","0.00%","","-0.03%","14.71","9/11/2025","","","","","","","","0.98%","","28.16%","",""
"9/12/2025","$22,168,000","-1.32%","657.41","586.66","33.97%","12.17%","14.75%","","0.38%","-1.32%","0.00%","","","","","","","","","","","","$22,168,000","$22,465,000","-1.34%","","0.53%","14.76","9/12/2025","","","","","","","","-1.85%","","28.32%","",""
"9/15/2025","$22,098,000","-0.32%","660.91","591.68","33.55%","12.77%","15.74%","","0.06%","-0.32%","","","","","","","","","","","","","$22,098,000","$22,465,000","-1.66%","","-0.14%","15.69","9/15/2025","$19,598,000","","$2,500,000","","","","","-0.18%","","28.48%","",""
"9/16/2025","$22,148,000","0.23%","660","591.18","33.85%","12.61%","15.64%","","0.29%","","","","","","","","","","","","","","$22,148,000","$22,465,000","-1.43%","","-0.12%","16.36","9/16/2025","$19,639,000","0.21%","$2,509,000","0.36%","","","","0.35%","","28.64%","",""
"9/17/2025","$22,165,000","0.08%","659.18","590","33.96%","12.47%","15.41%","","0.36%","","","","","","","","","","","","","","$22,165,000","$22,465,000","-1.35%","","0.47%","15.72","9/17/2025","$8,649,000","0.00%","$13,516,000","0.00%","","","","-0.39%","","28.80%","",""
"9/18/2025","$22,175,000","0.05%","662.26","595.32","34.02%","13.00%","16.45%","","0.41%","","","","","","","","","","","","","","$22,175,000","$22,465,000","-1.31%","","0.22%","15.7","9/18/2025","$8,639,000","-0.12%","$13,536,000","0.15%","","-0.12%","","-0.17%","","28.96%","",""
"9/19/2025","$22,129,000","-0.21%","663.7","599.35","33.74%","13.24%","17.24%","","0.20%","-0.21%","-0.18%","","","","","","","","","","","","$22,129,000","$22,465,000","-1.52%","","0.47%","15.45","9/19/2025","$8,577,000","-0.72%","$13,552,000","0.12%","","-0.72%","","-0.68%","","29.12%","",""
"9/22/2025","$22,263,000","0.61%","666.84","602.2","34.55%","13.78%","17.79%","","0.81%","","","","","","","","","","","","","","$22,263,000","$22,465,000","-0.91%","","-0.54%","16.1","9/22/2025","$8,652,000","0.87%","$13,611,000","0.44%","","","","1.15%","","29.28%","",""
"9/23/2025","$22,415,000","0.68%","663.21","598.2","35.47%","13.16%","17.01%","","1.50%","","","","","","","","","","","","","","$22,415,000","$22,465,000","-0.22%","8","-0.32%","16.64","9/23/2025","$8,807,000","1.79%","$13,608,000","-0.02%","","","-0.02%","1.00%","","29.44%","",""
"9/24/2025","$22,496,000","0.36%","661.1","596.1","35.96%","12.80%","16.60%","","1.86%","","","","","","","","","","","","","","$22,496,000","$22,496,000","0.00%","","-0.46%","16.18","9/24/2025","$8,879,000","0.82%","$13,617,000","0.07%","","","","0.82%","","29.60%","",""
"9/25/2025","$22,466,000","-0.13%","658.05","593.53","35.77%","12.28%","16.10%","","1.73%","-0.13%","","","","","","","","","","","","","$22,466,000","$22,496,000","-0.13%","1","0.57%","16.74","9/25/2025","$8,877,000","-0.02%","$13,589,000","-0.21%","","-0.02%","-0.21%","-0.71%","","29.76%","",""
"9/26/2025","$22,535,000","0.31%","661.82","595.97","36.19%","12.92%","16.58%","","2.04%","","1.82%","","","","","","","","","","","","$22,535,000","$22,535,000","0.00%","","0.28%","15.29","9/26/2025","$8,905,000","0.32%","$13,630,000","0.30%","","","","0.03%","","29.92%","",""
"9/29/2025","$22,541,000","0.03%","663.68","598.73","36.23%","13.24%","17.12%","","2.07%","","","","","","","","","","","","","","$22,541,000","$22,541,000","0.00%","","0.38%","16.12","9/29/2025","$8,905,000","0.00%","$13,636,000","0.04%","","","","-0.35%","","30.08%","",""
"9/30/2025","$22,594,000","0.24%","666.18","600.37","36.55%","13.67%","17.44%","September","2.31%","","","2.31%","3.28%","5.25%","Q3","7.31%","7.82%","8.83%","","$509,000","","","$22,594,000","$22,594,000","0.00%","","0.34%","16.28","9/30/2025","$7,818,000","0.17%","$14,776,000","0.27%","","","","-0.11%","","30.24%","",""
"10/1/2025","$25,023,000","0.57%","668.45","603.25","37.33%","14.05%","18.00%","","0.57%","","","","","","","","","","$2,300,000","","","","$25,023,000","$25,023,000","0.00%","","0.12%","16.29","10/1/2025","$9,908,000","0.92%","$15,115,000","0.53%","","","","0.46%","","30.40%","",""
"10/2/2025","$25,204,000","0.72%","669.22","605.73","38.32%","14.19%","18.48%","","1.30%","","","","","","","","","","","","","","$25,204,000","$25,204,000","0.00%","","0.00%","16.63","10/2/2025","$10,006,000","0.99%","$15,198,000","0.55%","","","","0.72%","","30.56%","",""
"10/3/2025","$25,135,000","-0.27%","669.21","603.18","37.94%","14.18%","17.99%","","1.02%","-0.27%","1.28%","","","","","","","","","","","","$25,135,000","$25,204,000","-0.27%","1","0.36%","16.65","10/3/2025","$9,977,000","-0.29%","$15,158,000","-0.26%","","-0.29%","-0.26%","-0.63%","","30.72%","",""
"10/6/2025","$25,351,000","0.86%","671.61","607.71","39.13%","14.59%","18.87%","","1.89%","","","","","","","","","","","","","","$25,351,000","$25,351,000","0.00%","","-0.37%","16.37","10/6/2025","$10,148,000","1.71%","$15,203,000","0.30%","","","","1.23%","","30.88%","",""
"10/7/2025","$25,514,000","0.64%","669.12","604.51","40.02%","14.17%","18.25%","","2.54%","","","","","","","","","","","","","","$25,514,000","$25,514,000","0.00%","","0.60%","17.24","10/7/2025","$10,273,000","1.23%","$15,241,000","0.25%","","","","0.05%","","31.04%","",""
"10/8/2025","$25,787,000","1.07%","673.11","611.44","41.52%","14.85%","19.60%","","3.64%","","","","","","","","","","","","","","$25,787,000","$25,787,000","0.00%","","-0.29%","16.3","10/8/2025","$10,437,000","1.60%","$15,350,000","0.72%","","","","1.36%","","31.20%","",""
"10/9/2025","$25,838,000","0.20%","671.16","610.7","41.80%","14.52%","19.46%","","3.85%","","","","","","","","","","","","","","$25,838,000","$25,838,000","0.00%","","-2.70%","16.43","10/9/2025","$10,458,000","0.20%","$15,380,000","0.20%","","","","2.90%","","31.36%","",""
"10/10/2025","$25,965,900","0.50%","653.02","589.5","42.50%","11.42%","15.31%","","4.36%","","3.27%","","","","","","","","","","","","$25,965,900","$25,965,900","0.00%","","1.53%","21.66","10/10/2025","$10,363,000","-0.91%","$15,602,900","1.45%","","-0.91%","","-1.04%","","31.52%","",""
"10/13/2025","$26,039,000","0.28%","663.04","602.01","42.90%","13.13%","17.76%","","4.65%","","","","","","","","","","","","","","$26,039,000","$26,039,000","0.00%","","-0.12%","19.03","10/13/2025","$10,367,000","0.04%","$15,672,000","0.44%","","","","0.40%","","31.68%","",""
"10/14/2025","$25,396,000","-2.47%","662.23","598","39.38%","12.99%","16.97%","","2.07%","-2.47%","","","","","","","","","","","","","$25,396,000","$26,039,000","-2.53%","","0.44%","20.81","10/14/2025","$10,104,000","-2.54%","$15,292,000","-2.42%","","-2.54%","-2.42%","-2.91%","","31.84%","",""
"10/15/2025","$25,197,000","-0.78%","665.17","602.22","38.28%","13.49%","17.80%","","1.27%","-0.78%","","","","","","","","","","","","","$25,197,000","$26,039,000","-3.34%","","-0.68%","20.64","10/15/2025","$10,069,000","-0.35%","$15,128,000","-1.07%","","-0.35%","-1.07%","-0.10%","","32.00%","",""
"10/16/2025","$25,062,000","-0.54%","660.64","599.99","37.54%","12.72%","17.36%","","0.73%","-0.54%","","","","","","","","","","","","","$25,062,000","$26,039,000","-3.90%","","0.57%","25.31","10/16/2025","$10,133,000","0.64%","$14,929,000","-1.32%","","","-1.32%","","","32.16%","",""
"10/17/2025","$25,226,000","0.65%","664.39","603.93","38.44%","13.36%","18.13%","","1.39%","","-2.85%","","","","","","","","","","","","$25,226,000","$26,039,000","-3.22%","","1.04%","20.78","10/17/2025","$10,194,000","0.60%","$15,032,000","0.69%","","","","","","32.32%","",""
"10/20/2025","$25,399,000","0.69%","671.3","611.54","39.39%","14.54%","19.62%","","2.08%","","","","","","","","","","","","","","$25,399,000","$26,039,000","-2.52%","","0.00%","18.23","10/20/2025","$10,289,000","0.93%","$15,110,000","0.52%","","","","","","32.48%","",""
"10/21/2025","$25,404,000","0.02%","671.29","611.38","39.42%","14.54%","19.59%","","2.10%","","","","","","","","","","","","","","$25,404,000","$26,039,000","-2.50%","","-0.52%","17.87","10/21/2025","$10,236,000","-0.52%","$15,168,000","0.38%","","-0.52%","","","","32.64%","",""
"10/22/2025","$25,163,000","-0.95%","667.8","605.49","38.10%","13.94%","18.44%","","1.13%","-0.95%","","","","","","","","","","","","","$25,163,000","$26,039,000","-3.48%","","0.59%","18.6","10/22/2025","$10,167,000","-0.67%","$14,996,000","-1.13%","","-0.67%","-1.13%","","","32.80%","",""
"10/23/2025","$25,321,000","0.63%","671.76","610.58","38.96%","14.62%","19.43%","","1.77%","","","","","","","","","","","","","","$25,321,000","$26,039,000","-2.84%","","0.82%","17.3","10/23/2025","$10,274,000","1.05%","$15,047,000","0.34%","","","","","","32.96%","",""
"10/24/2025","$25,352,600","0.12%","677.25","617.1","39.14%","15.56%","20.71%","","1.90%","","0.51%","","","","","","","","","","","","$25,352,600","$26,039,000","-2.71%","","1.18%","16.37","10/24/2025","$10,237,000","-0.36%","$15,115,600","0.46%","","-0.36%","","","","33.12%","",""
"10/27/2025","$25,504,000","0.60%","685.24","628.09","39.97%","16.92%","22.86%","","2.50%","","","","","","","","","","","","","","$25,504,000","$26,039,000","-2.10%","","0.27%","15.79","10/27/2025","$10,300,000","0.62%","$15,204,000","0.58%","","","","","","33.28%","",""
"10/28/2025","$25,410,000","-0.37%","687.06","632.92","39.45%","17.23%","23.80%","","2.13%","-0.37%","","","","","","","","","","","","","$25,410,000","$26,039,000","-2.48%","","0.05%","16.42","10/28/2025","$10,222,000","-0.76%","$15,188,000","-0.11%","","-0.76%","-0.11%","","","33.44%","",""
"10/29/2025","$25,327,000","-0.33%","687.39","635.77","39.00%","17.29%","24.36%","","1.79%","-0.33%","","","","","","","","","","","","","$25,327,000","$26,039,000","-2.81%","","-1.10%","16.92","10/29/2025","$10,262,000","0.39%","$15,065,000","-0.81%","","","-0.81%","","","33.60%","",""
"10/30/2025","$25,381,300","0.21%","679.83","626.05","39.29%","16.00%","22.46%","","2.01%","","","","","","","","","","","","","","$25,381,300","$26,039,000","-2.59%","","0.33%","16.91","10/30/2025","$10,268,000","0.06%","$15,113,300","0.32%","","","","","","33.76%","",""
"10/31/2025","$25,337,000","-0.17%","682.06","629.07","39.05%","16.38%","23.05%","October","1.83%","-0.17%","-0.06%","1.83%","2.38%","4.78%","","","","","","$443,000","","","$25,337,000","$26,039,000","-2.77%","","0.19%","17.44","10/31/2025","$10,249,000","-0.19%","$15,088,000","-0.17%","","-0.19%","-0.17%","","","33.92%","",""
"11/3/2025","$26,196,000","0.63%","683.34","632.08","39.92%","16.60%","23.64%","","0.63%","","","","","","","","","","$700,000","","","","$26,196,000","$26,739,000","-2.07%","","-1.19%","17.17","11/3/2025","$10,991,000","0.38%","$15,205,000","0.78%","","","","","","34.08%","",""
"11/4/2025","$26,361,000","0.63%","675.24","619.25","40.81%","15.21%","21.13%","","1.26%","","","","","","","","","","","","","","$26,361,000","$26,739,000","-1.43%","","0.35%","19","11/4/2025","$11,098,000","0.97%","$15,263,000","0.38%","","","","","","34.24%","",""
"11/5/2025","$26,298,000","-0.24%","677.58","623.28","40.47%","15.61%","21.92%","","1.02%","-0.24%","","","","","","","","","","","","","$26,298,000","$26,739,000","-1.68%","","-1.07%","18.01","11/5/2025","$10,977,000","-1.09%","$15,321,000","0.38%","","-1.09%","","","","34.40%","",""
"11/6/2025","$26,285,000","-0.05%","670.31","611.67","40.40%","14.37%","19.65%","","0.97%","-0.05%","","","","","","","","","","","","","$26,285,000","$26,739,000","-1.73%","","0.10%","19.5","11/6/2025","$10,965,000","-0.11%","$15,320,000","-0.01%","","-0.11%","-0.01%","","","34.56%","",""
"11/7/2025","$26,313,000","0.11%","670.97","609.74","40.55%","14.48%","19.27%","","1.08%","","1.08%","","","","","","","","","","","","$26,313,000","$26,739,000","-1.62%","","1.56%","19.08","11/7/2025","$10,965,000","0.00%","$15,348,000","0.18%","","","","","","34.72%","",""
"11/10/2025","$26,343,000","0.11%","681.44","623.23","40.71%","16.27%","21.91%","","1.19%","","","","","","","","","","","","","","$26,343,000","$26,739,000","-1.50%","","0.23%","17.6","11/10/2025","$10,968,000","0.03%","$15,375,000","0.18%","","","","","","34.88%","",""
