"2/14/2025","$7,585,000","0.50%","609.7","538.15","9.81%","4.03%","5.27%","","3.50%","","0.93%","","","","","","","","","","","","$7,585,000","$7,605,000","-0.26%","","0.29%","14.77","","","","","","","","","0.21%","","5.12%","",""
"2/18/2025","$7,550,000","-0.46%","611.49","539.37","9.30%","4.34%","5.50%","","3.03%","-0.46%","","","","","","","","","","","","","$7,550,000","$7,605,000","-0.73%","","0.24%","15.35","","","","","","","","","-0.70%","","5.28%","",""
"2/19/2025","$7,553,000","0.04%","612.93","539.52","9.35%","4.58%","5.53%","","3.07%","","","","","","","","","","","","","","$7,553,000","$7,605,000","-0.69%","","-0.42%","15.27","","","","","","","","","0.46%","","5.44%","",""
"2/20/2025","$7,545,000","-0.11%","610.38","537.23","9.23%","4.15%","5.09%","","2.96%","-0.11%","","","","","","","","","","","","","$7,545,000","$7,605,000","-0.80%","6","-1.71%","15.66","","","","","","","","","1.60%","","5.60%","",""
"2/21/2025","$7,694,000","1.97%","599.94","526.08","11.39%","2.36%","2.90%","","4.99%","","1.95%","","","","","","","","","","","","$7,694,000","$7,694,000","0.00%","","-0.46%","18.21","","","","","","","","","2.43%","","5.76%","",""
"2/24/2025","$7,691,000","-0.04%","597.21","519.87","11.35%","1.90%","1.69%","","4.95%","-0.04%","","","","","","","","","","","","","$7,691,000","$7,694,000","-0.04%","","-0.50%","18.98","","","","","","","","","0.46%","","5.92%","",""
"2/25/2025","$7,629,000","-0.81%","594.24","513.32","10.45%","1.39%","0.41%","","4.10%","-0.81%","","","","","","","","","","","","","$7,629,000","$7,694,000","-0.85%","","0.05%","19.43","","","","","","","","","-0.86%","","6.08%","",""
"2/26/2025","$7,628,000","-0.01%","594.54","514.56","10.43%","1.44%","0.65%","","4.09%","-0.01%","","","","","","","","","","","","","$7,628,000","$7,694,000","-0.87%","","-1.60%","19.1","","","","","","","","","1.58%","","6.24%","",""
"2/27/2025","$7,634,000","0.08%","585.05","500.27","10.52%","-0.18%","-2.14%","","4.17%","","","","","","","","","","","","","","$7,634,000","$7,694,000","-0.79%","","1.56%","21.13","","","","","","","","","-1.48%","","6.40%","",""
"2/28/2025","$7,390,000","-3.20%","594.18","508.17","6.99%","1.38%","-0.60%","February","0.84%","-3.20%","-3.98%","0.84%","-1.27%","-2.70%","","","","","","$49,000","","","$7,390,000","$7,694,000","-4.11%","","-1.75%","19.63","","","","","","","","","-1.44%","","6.56%","",""
"3/3/2025","$7,344,000","-0.62%","583.77","497.05","6.32%","-0.39%","-2.77%","","-0.62%","-0.62%","","","","","","","","","","","","","$7,344,000","$7,694,000","-4.77%","","-1.18%","22.78","","","","","","","","","0.56%","","6.72%","",""
"3/4/2025","$8,227,000","-0.91%","576.86","495.55","5.35%","-1.57%","-3.07%","","-1.53%","-0.91%","","","","","","","","","$950,000","","","","$8,227,000","$8,644,000","-5.07%","","1.07%","23.51","","","","","","","","","-1.99%","","6.88%","",""
"3/5/2025","$8,297,000","0.85%","583.06","502.01","6.25%","-0.52%","-1.80%","","-0.69%","","","","","","","","","","","","","","$8,297,000","$8,644,000","-4.18%","","-1.78%","21.93","","","","","","","","","2.63%","","7.04%","",""
"3/6/2025","$8,264,000","-0.40%","572.71","488.2","5.83%","-2.28%","-4.50%","","-1.09%","-0.40%","","","","","","","","","","","","","$8,264,000","$8,644,000","-4.60%","","0.56%","24.87","","","","","","","","","-0.96%","","7.20%","",""
"3/7/2025","$8,236,000","-0.34%","575.92","491.79","5.47%","-1.73%","-3.80%","","-1.42%","-0.34%","-1.42%","","","","","","","","","","","","$8,236,000","$8,644,000","-4.95%","","-2.66%","23.37","","","","","","","","","2.32%","","7.36%","",""
"3/10/2025","$8,122,000","-1.38%","560.58","472.73","4.01%","-4.35%","-7.53%","","-2.79%","-1.38%","","","","","","","","","","","","","$8,122,000","$8,644,000","-6.43%","","-0.83%","27.86","","","","","","","","","-0.55%","","7.52%","",""
"3/11/2025","$8,150,000","0.34%","555.92","471.6","4.37%","-5.15%","-7.75%","","-2.45%","","","","","","","","","","","","","","$8,150,000","$8,644,000","-6.06%","","0.53%","26.92","","","","","","","","","-0.19%","","7.68%","",""
"3/12/2025","$8,187,000","0.45%","558.87","476.92","4.84%","-4.64%","-6.71%","","-2.01%","","","","","","","","","","","","","","$8,187,000","$8,644,000","-5.58%","","-1.33%","24.23","","","","","","","","","1.79%","","7.84%","",""
"3/13/2025","$8,286,000","1.21%","551.42","468.34","6.11%","-5.91%","-8.39%","","-0.82%","","","","","","","","","","","","","","$8,286,000","$8,644,000","-4.32%","","2.07%","24.66","","","","","","","","","-0.86%","","8.00%","",""
"3/14/2025","$8,344,000","0.70%","562.81","479.66","6.85%","-3.97%","-6.18%","","-0.13%","","1.32%","","","","","","","","","","","","$8,344,000","$8,644,000","-3.60%","","0.77%","21.77","","","","","","","","","-0.07%","","8.16%","",""
"3/17/2025","$8,421,000","0.92%","567.15","482.77","7.84%","-3.23%","-5.57%","","0.79%","","","","","","","","","","","","","","$8,421,000","$8,644,000","-2.65%","","-1.08%","20.51","","","","","","","","","2.00%","","8.32%","",""
"3/18/2025","$8,530,000","1.29%","561.02","474.54","9.23%","-4.28%","-7.18%","","2.10%","","","","","","","","","","","","","","$8,530,000","$8,644,000","-1.34%","","1.09%","21.7","","","","","","","","","0.21%","","8.48%","",""
"3/19/2025","$8,566,000","0.42%","567.13","480.89","9.69%","-3.23%","-5.93%","","2.53%","","","","","","","","","","","","","","$8,566,000","$8,644,000","-0.91%","","-0.29%","19.9","","","","","","","","","0.71%","","8.64%","",""
"3/20/2025","$8,549,000","-0.20%","565.49","479.26","9.48%","-3.51%","-6.25%","","2.33%","-0.20%","","","","","","","","","","","","","$8,549,000","$8,644,000","-1.11%","","-0.27%","19.8","","","","","","","","","0.07%","","8.80%","",""
"3/21/2025","$8,623,000","0.87%","563.98","480.84","10.42%","-3.77%","-5.94%","","3.21%","","3.31%","","","","","","","","","","","","$8,623,000","$8,644,000","-0.24%","20","1.79%","19.28","","","","","","","","","-0.93%","","8.96%","",""
"3/24/2025","$8,672,000","0.57%","574.08","490.66","11.05%","-2.05%","-4.02%","","3.80%","","","","","","","","","","","","","","$8,672,000","$8,672,000","0.00%","","0.24%","17.48","","","","","","","","","0.33%","","9.12%","",""
"3/25/2025","$8,781,000","1.26%","575.46","493.46","12.45%","-1.81%","-3.48%","","5.10%","","","","","","","","","","","","","","$8,781,000","$8,781,000","0.00%","","-1.19%","17.15","","","","","","","","","2.45%","","9.28%","",""
"3/26/2025","$8,774,000","-0.08%","568.59","484.38","12.36%","-2.98%","-5.25%","","5.02%","-0.08%","","","","","","","","","","","","","$8,774,000","$8,781,000","-0.08%","","-0.27%","18.33","","","","","","","","","0.19%","","9.44%","",""
"3/27/2025","$8,740,000","-0.39%","567.08","481.62","11.92%","-3.24%","-5.79%","","4.61%","-0.39%","","","","","","","","","","","","","$8,740,000","$8,781,000","-0.47%","2","-2.01%","18.69","","","","","","","","","1.63%","","9.60%","",""
"3/28/2025","$8,816,000","0.87%","555.66","468.94","12.89%","-5.19%","-8.27%","","5.52%","","2.23%","","","","","","","","","","","","$8,816,000","$8,816,000","0.00%","","0.67%","21.65","","","","","","","","","0.20%","","9.76%","",""
"3/31/2025","$8,814,000","-0.02%","559.39","468.92","12.87%","-4.55%","-8.28%","March","5.50%","-0.02%","","5.50%","-5.86%","-7.72%","Q1","12.87%","-4.55%","-8.28%","","$474,000","","","$8,814,000","$8,816,000","-0.02%","","0.28%","22.28","","","","","","","","","-0.31%","","9.92%","",""
"4/1/2025","$9,752,000","-0.14%","560.97","472.7","12.72%","-4.28%","-7.54%","","-0.14%","-0.14%","","","","","","","","","$950,000","","","","$9,752,000","$9,766,000","-0.14%","","0.63%","21.77","","","","","","","","","-0.77%","","10.08%","",""
"4/2/2025","$9,704,000","-0.49%","564.52","476.15","12.16%","-3.68%","-6.86%","","-0.63%","-0.49%","","","","","","","","","","","","","$9,704,000","$9,766,000","-0.64%","3","-4.93%","21.51","","","","","","","","","4.44%","","10.24%","",""
"4/3/2025","$9,782,000","0.80%","536.7","450.66","13.06%","-8.43%","-11.85%","","0.17%","","","","","","","","","","","","","","$9,782,000","$9,782,000","0.00%","","-5.85%","30.02","","","","","","","","","6.66%","","10.40%","",""
"4/4/2025","$9,900,000","1.21%","505.28","422.67","14.43%","-13.79%","-17.32%","","1.38%","","1.36%","","","","","","","","","","","","$9,900,000","$9,900,000","0.00%","","-0.18%","45.31","","","","","","","","","1.38%","","10.56%","",""
"4/7/2025","$9,884,000","-0.16%","504.38","423.69","14.24%","-13.94%","-17.12%","","1.22%","-0.16%","","","","","","","","","","","","","$9,884,000","$9,900,000","-0.16%","1","-1.57%","46.98","","","","","","","","","1.40%","","10.72%","",""
"4/8/2025","$9,943,000","0.60%","496.48","416.06","14.92%","-15.29%","-18.62%","","1.82%","","","","","","","","","","","","","","$9,943,000","$9,943,000","0.00%","","10.50%","52.33","","","","","","","","","-9.91%","","10.88%","",""
"4/9/2025","$10,211,000","2.70%","548.62","466","18.02%","-6.39%","-8.85%","","4.56%","","","","","","","","","","","","","","$10,211,000","$10,211,000","0.00%","","-4.38%","33.62","","","","","","","","","7.08%","","11.04%","",""
"4/10/2025","$10,085,000","-1.23%","524.58","446.18","16.56%","-10.49%","-12.72%","","3.27%","-1.23%","","","","","","","","","","","","","$10,085,000","$10,211,000","-1.25%","","1.78%","40.72","","","","","","","","","-3.02%","","11.20%","",""
"4/11/2025","$10,185,000","0.99%","533.94","454.4","17.72%","-8.90%","-11.12%","","4.30%","","2.89%","","","","","","","","","","","","$10,185,000","$10,211,000","-0.26%","2","0.97%","37.56","","","","","","","","","0.02%","","11.36%","",""
"4/14/2025","$10,255,000","0.69%","539.12","457.48","18.53%","-8.01%","-10.51%","","5.01%","","","","","","","","","","","","","","$10,255,000","$10,255,000","0.00%","","-0.28%","30.89","","","","","","","","","0.97%","","11.52%","",""
"4/15/2025","$10,402,000","1.43%","537.61","457.99","20.23%","-8.27%","-10.41%","","6.52%","","","","","","","","","","","","","","$10,402,000","$10,402,000","0.00%","","-2.22%","30.12","","","","","","","","","3.66%","","11.68%","",""
"4/16/2025","$10,357,000","-0.43%","525.66","444.18","19.71%","-10.31%","-13.12%","","6.06%","-0.43%","","","","","","","","","","","","","$10,357,000","$10,402,000","-0.43%","","0.14%","32.64","","","","","","","","","-0.58%","","11.84%","",""
"4/17/2025","$10,343,000","-0.14%","526.41","444.1","19.55%","-10.18%","-13.13%","","5.92%","-0.14%","2.54%","","","","","","","","","","","","$10,343,000","$10,402,000","-0.57%","","-2.38%","29.65","","","","","","","","","2.25%","","12.00%","",""
"4/21/2025","$10,389,000","0.44%","513.88","433.11","20.08%","-12.32%","-15.28%","","6.39%","","","","","","","","","","","","","","$10,389,000","$10,402,000","-0.13%","","2.60%","33.82","","","","","","","","","-2.16%","","12.16%","",""
"4/22/2025","$10,310,000","-0.76%","527.25","444.48","19.16%","-10.04%","-13.06%","","5.58%","-0.76%","","","","","","","","","","","","","$10,310,000","$10,402,000","-0.89%","","1.55%","30.57","","","","","","","","","-2.31%","","12.32%","",""
"4/23/2025","$10,376,000","0.64%","535.42","454.56","19.93%","-8.64%","-11.09%","","6.25%","","","","","","","","","","","","","","$10,376,000","$10,402,000","-0.25%","5","2.10%","28.45","","","","","","","","","-1.46%","","12.48%","",""
"4/24/2025","$10,722,000","3.33%","546.69","467.35","23.93%","-6.72%","-8.58%","","9.80%","","","","","","","","","","","","","","$10,722,000","$10,722,000","0.00%","","0.72%","26.47","","","","","","","","","2.61%","","12.64%","",""
"4/25/2025","$10,810,000","0.82%","550.64","472.56","24.94%","-6.05%","-7.56%","","10.70%","","4.48%","","","","","","","","","","","","$10,810,000","$10,810,000","0.00%","","0.04%","24.84","","","","","","","","","0.78%","","12.80%","",""
"4/28/2025","$10,780,000","-0.28%","550.85","472.41","24.60%","-6.01%","-7.59%","","10.39%","-0.28%","","","","","","","","","","","","","$10,780,000","$10,810,000","-0.28%","1","0.63%","25.15","","","","","","","","","-0.91%","","12.96%","",""
"4/29/2025","$10,836,000","0.52%","554.32","475.53","25.24%","-5.42%","-6.98%","","10.96%","","","","","","","","","","","","","","$10,836,000","$10,836,000","0.00%","","0.04%","24.17","","","","","","","","","0.48%","","13.12%","",""
"4/30/2025","$10,833,000","-0.03%","554.54","475.47","25.21%","-5.38%","-6.99%","April","10.93%","-0.03%","","10.93%","-0.87%","1.40%","","","","","","$1,069,000","","","$10,833,000","$10,836,000","-0.03%","","0.71%","24.7","","","","","","","","","-0.74%","","13.28%","",""
"5/1/2025","$13,570,000","-1.97%","558.47","481.68","22.75%","-4.71%","-5.78%","","-1.97%","-1.97%","","","","","","","","","$2,950,000","","","","$13,570,000","$13,786,000","-1.59%","2","1.48%","24.6","","","","","","","","","-3.45%","","13.44%","",""
"5/2/2025","$13,831,000","1.92%","566.76","488.83","25.11%","-3.30%","-4.38%","","-0.08%","","0.17%","","","","","","","","","","","","$13,831,000","$13,831,000","0.00%","","-0.57%","22.68","","","","","","","","","2.50%","","13.60%","",""
"5/5/2025","$13,847,000","0.12%","563.51","485.93","25.25%","-3.85%","-4.95%","","0.03%","","","","","","","","","","","","","","$13,847,000","$13,847,000","0.00%","","-0.84%","23.64","","","","","","","","","0.95%","","13.76%","",""
"5/6/2025","$13,744,000","-0.74%","558.8","481.41","24.32%","-4.65%","-5.83%","","-0.71%","-0.74%","","","","","","","","","","","","","$13,744,000","$13,847,000","-0.75%","","0.42%","24.76","","","","","","","","","-1.16%","","13.92%","",""
"5/7/2025","$13,787,000","0.31%","561.15","483.3","24.71%","-4.25%","-5.46%","","-0.40%","","","","","","","","","","","","","","$13,787,000","$13,847,000","-0.44%","","0.70%","23.55","","","","","","","","","-0.38%","","14.08%","",""
"5/8/2025","$13,833,000","0.33%","565.06","488.29","25.13%","-3.59%","-4.49%","","-0.07%","","","","","","","","","","","","","","$13,833,000","$13,847,000","-0.10%","3","-0.13%","22.48","","","","","","","","","0.46%","","14.24%","",""
"5/9/2025","$14,024,000","1.38%","564.34","487.97","26.85%","-3.71%","-4.55%","","1.31%","","1.40%","","","","","","","","","","","","$14,024,000","$14,024,000","0.00%","","3.30%","21.9","","","","","","","","","-1.92%","","14.40%","",""
"5/12/2025","$14,247,000","1.59%","582.99","507.85","28.87%","-0.53%","-0.66%","","2.92%","","","","","","","","","","","","","","$14,247,000","$14,247,000","0.00%","","0.66%","18.39","","","","","","","","","0.93%","","14.56%","",""
"5/13/2025","$14,332,000","0.60%","586.84","515.59","29.64%","0.13%","0.85%","","3.54%","","","","","","","","","","","","","","$14,332,000","$14,332,000","0.00%","","0.13%","18.22","","","","","","","","","0.47%","","14.72%","",""
"5/14/2025","$14,310,000","-0.15%","587.59","518.68","29.44%","0.26%","1.46%","","3.38%","-0.15%","","","","","","","","","","","","","$14,310,000","$14,332,000","-0.15%","","0.49%","18.62","","","","","","","","","-0.64%","","14.88%","",""
"5/15/2025","$14,301,000","-0.06%","590.46","519.25","29.36%","0.75%","1.57%","","3.31%","-0.06%","","","","","","","","","","","","","$14,301,000","$14,332,000","-0.22%","2","0.63%","17.83","","","","","","","","","-0.70%","","15.04%","",""
"5/16/2025","$14,422,000","0.85%","594.2","521.51","30.45%","1.39%","2.01%","","4.19%","","2.82%","","","","","","","","","","","","$14,422,000","$14,422,000","0.00%","","0.11%","17.24","","","","","","","","","0.74%","","15.20%","",""
"5/19/2025","$14,457,000","0.24%","594.85","522.01","30.77%","1.50%","2.11%","","4.44%","","","","","","","","","","","","","","$14,457,000","$14,457,000","0.00%","","-0.34%","18.14","","","","","","","","","0.58%","","15.36%","",""
"5/20/2025","$14,451,000","-0.04%","592.85","520.27","30.72%","1.16%","1.77%","","4.40%","-0.04%","","","","","","","","","","","","","$14,451,000","$14,457,000","-0.04%","","-1.69%","18.09","","","","","","","","","1.64%","","15.52%","",""
"5/21/2025","$14,297,000","-1.07%","582.86","513.04","29.32%","-0.55%","0.35%","","3.29%","-1.07%","","","","","","","","","","","","","$14,297,000","$14,457,000","-1.12%","","0.00%","20.87","","","","","","","","","-1.07%","","15.68%","",""
"5/22/2025","$14,198,000","-0.69%","582.86","514","28.43%","-0.55%","0.54%","","2.57%","-0.69%","","","","","","","","","","","","","$14,198,000","$14,457,000","-1.82%","","-0.64%","20.28","","","","","","","","","-0.05%","","15.84%","",""
"5/23/2025","$14,390,000","1.35%","579.11","509.24","30.17%","-1.19%","-0.39%","","3.96%","","-0.20%","","","","","","","","","","","","$14,390,000","$14,457,000","-0.47%","4","2.08%","22.29","","","","","","","","","-0.73%","","16.00%","",""
"5/27/2025","$14,606,000","1.50%","591.15","521.22","32.12%","0.87%","1.95%","","5.52%","","","","","","","","","","","","","","$14,606,000","$14,606,000","0.00%","","-0.58%","18.96","","","","","","","","","2.08%","","16.16%","",""
"5/28/2025","$14,487,000","-0.81%","587.73","518.91","31.04%","0.28%","1.50%","","4.66%","-0.81%","","","","","","","","","","","","","$14,487,000","$14,606,000","-0.82%","","0.39%","19.31","","","","","","","","","-1.21%","","16.32%","",""
"5/29/2025","$14,472,000","-0.10%","590.05","519.93","30.91%","0.68%","1.70%","","4.55%","-0.10%","","","","","","","","","","","","","$14,472,000","$14,606,000","-0.93%","","-0.11%","19.18","","","","","","","","","0.01%","","16.48%","",""
"5/30/2025","$14,350,000","-0.84%","589.39","519.11","29.80%","0.56%","1.54%","May","3.67%","-0.84%","-0.26%","3.67%","6.28%","9.18%","","","","","","$567,000","","","$14,350,000","$14,606,000","-1.78%","","0.56%","18.57","","","","","","","","","-1.41%","","16.64%","",""
"6/2/2025","$18,160,000","0.80%","592.71","523.21","30.84%","1.13%","2.34%","","0.80%","","","","","","","","","","$3,695,000","","","","$18,160,000","$18,301,000","-0.78%","","0.57%","18.36","","","","","","","","","0.23%","","16.80%","",""
"6/3/2025","$18,272,000","0.62%","596.09","527.3","31.65%","1.71%","3.14%","","1.42%","","","","","","","","","","","","","","$18,272,000","$18,301,000","-0.16%","","-0.03%","17.69","","","","","","","","","0.64%","","16.96%","",""
"6/4/2025","$18,290,000","0.10%","595.93","528.77","31.78%","1.68%","3.43%","","1.52%","","","","","","","","","","","","","","$18,290,000","$18,301,000","-0.06%","","-0.48%","17.61","","","","","","","","","0.58%","","17.12%","",""
"6/5/2025","$18,021,000","-1.47%","593.05","524.79","29.84%","1.19%","2.65%","","0.03%","-1.47%","","","","","","","","","","","","","$18,021,000","$18,301,000","-1.55%","","1.03%","18.48","","","","","","","","","-2.50%","","17.28%","",""
"6/6/2025","$17,895,000","-0.70%","599.14","529.92","28.93%","2.23%","3.66%","","-0.67%","-0.70%","-0.65%","","","","","","","","","","","","$17,895,000","$18,301,000","-2.27%","","0.09%","16.77","","","","","","","","","-0.79%","","17.44%","",""
"6/9/2025","$17,905,000","0.06%","599.68","530.7","29.01%","2.32%","3.81%","","-0.61%","","","","","","","","","","","","","","$17,905,000","$18,301,000","-2.21%","","0.57%","17.16","","","","","","","","","-0.51%","","17.60%","",""
"6/10/2025","$17,623,000","-1.57%","603.08","534.21","26.97%","2.90%","4.50%","","-2.18%","-1.57%","","","","","","","","","","","","","$17,623,000","$18,301,000","-3.85%","","-0.29%","16.95","","","","","","","","","-1.29%","","17.76%","",""
