date,open,high,low,close,prior_close
2020-04-30,1354.8000,1354.8000,1310.4500,1310.6600,1360.7600
2020-05-01,1280.5800,1281.0800,1241.9100,1260.4800,1310.6600
2020-05-04,1254.8800,1263.9700,1234.0100,1263.9700,1260.4800
2020-05-05,1271.2200,1302.4500,1269.9900,1273.5100,1263.9700
2020-05-06,1278.9000,1284.9200,1262.5601,1263.0100,1273.5100
2020-05-07,1268.3500,1290.9200,1268.3500,1282.9301,1263.0100
2020-05-08,1294.2800,1330.1100,1294.2800,1329.6400,1282.9301
2020-05-11,1320.3700,1333.8500,1303.5300,1321.2400,1329.6400
2020-05-12,1322.6700,1326.8900,1275.5400,1275.5400,1321.2400
2020-05-13,1272.9000,1272.9000,1212.7500,1233.2500,1275.5400
2020-05-14,1226.6600,1237.5601,1181.0900,1237.5500,1233.2500
2020-05-15,1236.2500,1259.2800,1225.5500,1256.9900,1237.5500
2020-05-18,1290.9000,1338.3500,1290.9000,1333.6899,1256.9900
2020-05-19,1330.2700,1339.1200,1307.2700,1307.7200,1333.6899
2020-05-20,1322.7800,1353.3800,1322.7800,1346.9301,1307.7200
2020-05-21,1345.7200,1354.6500,1333.9900,1347.5601,1346.9301
2020-05-22,1349.4000,1355.7700,1338.1300,1355.5300,1347.5601
2020-05-26,1361.1600,1406.7700,1361.1600,1393.0699,1355.5300
2020-05-27,1398.5000,1438.9600,1382.0300,1436.3600,1393.0699
2020-05-28,1437.8400,1450.3700,1396.9500,1400.6700,1436.3600
2020-05-29,1399.0500,1399.0500,1372.7100,1394.0400,1400.6700
2020-06-01,1396.2900,1419.9399,1395.5100,1405.3700,1394.0400
2020-06-02,1409.1600,1421.1200,1403.6899,1418.2100,1405.3700
2020-06-03,1425.3700,1463.5500,1425.3700,1452.0900,1418.2100
2020-06-04,1450.1600,1460.0900,1439.1100,1452.0601,1452.0900
2020-06-05,1460.1801,1525.5601,1460.1801,1507.1500,1452.0601
2020-06-08,1510.5900,1537.6200,1510.5900,1536.8900,1507.1500
2020-06-09,1533.0300,1533.0300,1496.6899,1507.0500,1536.8900
2020-06-10,1506.9399,1506.9399,1465.9399,1467.3900,1507.0500
2020-06-11,1458.3400,1458.3400,1355.3199,1356.2200,1467.3900
2020-06-12,1366.9600,1412.9100,1349.3900,1387.6801,1356.2200
2020-06-15,1381.4100,1425.8400,1343.6000,1419.6100,1387.6801
2020-06-16,1432.3500,1473.7500,1427.8400,1452.2600,1419.6100
2020-06-17,1453.3300,1456.7600,1424.5900,1426.5300,1452.2600
2020-06-18,1424.7200,1439.7400,1412.2700,1427.3300,1426.5300
2020-06-19,1430.6500,1443.8000,1409.4700,1418.6300,1427.3300
2020-06-22,1417.6700,1433.5300,1400.9800,1433.5300,1418.6300
2020-06-23,1436.4600,1454.1200,1436.4600,1439.3400,1433.5300
2020-06-24,1437.2000,1437.2000,1374.4000,1389.7400,1439.3400
